release_date,artist,album,fantano_rating,review_link,number_user_reviews,number_critic_reviews,format,label,genres,producer,website,tracks,features,number_tracks,avg_track_rating,total_length,user_score,critic_score,info_link
"May 15, 2020",Polo G,The GOAT,70,https://www.youtube.com/watch?v=s14hal4OKJg,683,6,LP,Columbia,"Trap, Conscious Hip Hop","Mustard, Mike WiLL Made It, Hit-Boy, Murda Beatz, Tay Keith, Hagan, Nick Mira, Charlie Handsome, Resource, Keanu Beats, Jeff Gitty, Felipe S, Sool Got Hits, Tahj Money, Corbett, TnTXD, DMacTooBangin, GYLTTRYP",www.polocapalot.com,Don't Believe The Hype [64] (2:54) | Heartless [68] (3:24) | Martin & Gina [69] (2:12) | Flex [71] (2:43) | Go Stupid [70] (2:45) | 21 [73] (212:43) | 33 [64] (332:50) | I Know [65] (2:56) | Beautiful Pain (Losin My Mind) [53] (2:51) | No Matter What [48] (3:19) | Be Something [58] (3:14) | Relentless [57] (3:19) | DND [60] (3:00) | Chinatown [46] (2:52) | Trials & Tribulations [59] (2:56) | Wishing For A Hero [68] (3:04),"NA | Mustard | NA | Juice WRLD | NLE Choppa, Mike WiLL Made It | NA | NA | NA | NA | NA | Lil Baby | NA | NA | NA | NA | BJ The Chicago Kid",16,62.0625,Total Length: 47 minutes,67,79,https://www.albumoftheyear.org/album/239016-polo-g-the-goat.php
"March 15, 2011",Trap Them,Darker Handcraft,70,https://www.youtube.com/watch?v=bRPT-bxzQxw,9,3,LP,Prosthetic,"Hardcore Punk, Crust Punk",NA,NA,NA,NA,NA,NA,NA,75,77,https://www.albumoftheyear.org/album/3146-trap-them-darker-handcraft.php
"July 10, 2015",Quelle Chris & Chris Keys,Innocent Country,70,https://www.youtube.com/watch?v=3rSfhouI9oQ,58,3,LP,Mello Music Group,Abstract Hip Hop,NA,NA,NA,NA,NA,NA,NA,72,73,https://www.albumoftheyear.org/album/36698-quelle-chris-chris-keys-innocent-country.php
"June 11, 2012",Hot Chip,In Our Heads,70,https://www.youtube.com/watch?v=Y8_RPvxcJ80,192,40,LP,Domino,"Synthpop, Indietronica",NA,hotchip.co.uk,Motion Sickness [NA] (5:20) | How Do You Do? [NA] (4:43) | Don't Deny Your Heart [NA] (4:29) | Look At Where We Are [NA] (3:58) | These Chains [NA] (4:13) | Night and Day [NA] (4:28) | Flutes [NA] (7:04) | Now There Is Nothing [NA] (3:57) | Ends of the Earth [NA] (5:39) | Let Me Be Him [NA] (7:42) | Always Been Your Love [NA] (5:03),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,NA,Total Length: 56 minutes,78,75,https://www.albumoftheyear.org/album/3472-hot-chip-in-our-heads.php
"June 29, 2018",Gorillaz,The Now Now,60,https://www.youtube.com/watch?v=DPHYLnhPRqw,1527,38,LP,"Parlophone, Warner Bros.","Electropop, Synthpop","Gorillaz, James Ford, Remi Kabaka Jr.",NA,Humility [86] (3:17) | Tranz [84] (2:42) | Hollywood [78] (4:53) | Kansas [77] (4:08) | Sorcererz [80] (3:00) | Idaho [69] (3:42) | Lake Zurich [79] (4:13) | Magic City [79] (3:59) | Fire Flies [82] (3:53) | One Percent [69] (2:21) | Souk Eye [88] (4:34),"George Benson | NA | Snoop Dogg, Jamie Principle | NA | NA | NA | NA | NA | NA | NA | NA",11,79.18181818181819,Total Length: 40 minutes,66,71,https://www.albumoftheyear.org/album/112012-gorillaz-the-now-now.php
"June 23, 2017",Vince Staples,Big Fish Theory,60,https://www.youtube.com/watch?v=YAmxuIITQeA,2583,27,LP,Def Jam,"Experimental Hip Hop, Hardcore Hip Hop, West Coast Hip Hop","SOPHIE, Jimmy Edgar, Christian Rich, GTA, Ray Brady, Zack Sekoff",vincestaples.com,Crabs In a Bucket [87] (3:17) | Big Fish [92] (3:18) | Alyssa Interlude [79] (2:38) | Love Can Be... [90] (2:58) | 745 [85] (453:47) | Ramona Park Is Yankee Stadium [75] (0:51) | Yeah Right [94] (3:08) | Homage [89] (2:53) | Samo [84] (2:54) | Party People [85] (2:58) | BagBak [89] (2:40) | Rain Come Down [84] (4:41),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,12,86.08333333333333,Total Length: 36 minutes,81,87,https://www.albumoftheyear.org/album/79796-vince-staples-big-fish-theory.php
"July 9, 2021",Vince Staples,Vince Staples,70,https://www.youtube.com/watch?v=E4Qm0wH8p8M,1805,21,LP,"Blacksmith, Motown, EMI","Trap, Hip Hop, West Coast Hip Hop, Pop Rap",Kenny Beats,vincestaples.com,ARE YOU WITH THAT? [81] (2:18) | LAW OF AVERAGES [77] (2:19) | SUNDOWN TOWN [75] (2:30) | THE SHINING [71] (2:40) | TAKING TRIPS [73] (2:37) | THE APPLE & THE TREE [66] (1:08) | TAKE ME HOME [81] (2:46) | LIL FADE [75] (2:12) | LAKEWOOD MALL [65] (1:17) | MHM [72] (2:11),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,10,73.6,Total Length: 22 minutes,71,79,https://www.albumoftheyear.org/album/356522-vince-staples-vince-staples.php
"January 13, 2017",The xx,I See You,60,https://www.youtube.com/watch?v=j2ngzOddzew,1142,44,LP,Young,"Indie Pop, Indietronica",NA,thexx.info,Dangerous [86] (4:10) | Say Something Loving [86] (3:58) | Lips [86] (3:20) | A Violent Noise [83] (3:47) | Performance [73] (4:06) | Replica [79] (4:09) | Brave for You [74] (4:13) | On Hold [84] (3:44) | I Dare You [86] (3:53) | Test Me [77] (3:55),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,10,81.4,Total Length: 39 minutes,76,81,https://www.albumoftheyear.org/album/65192-the-xx-i-see-you.php
"July 22, 2014",Joyce Manor,Never Hungover Again,60,https://www.youtube.com/watch?v=kjSTPQQg194,153,12,LP,Epitaph,"Pop Punk, Punk Rock, Emo",NA,joyce-manor.com,Christmas Card [NA] (2:05) | Falling in Love Again [NA] (2:28) | End of the Summer [NA] (1:49) | Victoria [100] (1:39) | Schley [NA] (2:07) | Heart Tattoo [NA] (1:50) | The Jerk [NA] (1:46) | In the Army Now [NA] (2:21) | Catalina Fight Song [NA] (1:05) | Heated Swimming Pool [NA] (1:50),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,10,100,Total Length: 19 minutes,78,76,https://www.albumoftheyear.org/album/16857-joyce-manor-never-hungover-again.php
"September 28, 2018",Marissa Nadler,For My Crimes,70,https://www.youtube.com/watch?v=r_WKzCe2Tc0,136,21,LP,"Sacred Bones, Bella Union","Singer-Songwriter, Chamber Folk",NA,marissanadler.com,For My Crimes [NA] (4:17) | I Can’t Listen to Gene Clark Anymore [NA] (2:53) | Are You Really Gonna Move to the South? [NA] (3:31) | Lover Release Me [NA] (2:27) | Blue Vapor [NA] (3:26) | Interlocking [NA] (3:55) | All Out of Catastrophes [NA] (2:12) | Dream Dream Big in the Sky [NA] (2:53) | You’re Only Harmless When You Sleep [NA] (2:54) | Flamethrower [NA] (2:33) | Said Goodbye to That Car [NA] (3:02),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,NA,Total Length: 34 minutes,74,75,https://www.albumoftheyear.org/album/114762-marissa-nadler-for-my-crimes.php
"October 9, 2010",Teebs,Ardour,60,https://www.youtube.com/watch?v=oPQy0fn2Ypk,35,7,LP,Brainfeeder,"Glitch Hop, Wonky",NA,NA,NA,NA,NA,NA,NA,78,73,https://www.albumoftheyear.org/album/15473-teebs-ardour.php
"June 8, 2015",Muse,Drones,50,https://www.youtube.com/watch?v=QGS7Med4jsA,738,32,LP,"Warner Bros., Helium 3","Alternative Rock, Pop Rock","Muse, Robert John Lange",muse.mu,Dead Inside [78] (4:22) | [Drill Sergeant] [33] (0:21) | Psycho [79] (5:16) | Mercy [73] (3:51) | Reapers [86] (5:59) | The Handler [79] (4:33) | [JFK] [53] (0:54) | Defector [76] (4:33) | Revolt [51] (4:05) | Aftermath [74] (5:47) | The Globalist1 [83] (10:07) | Drones [70] (2:49),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,12,69.58333333333333,Total Length: 52 minutes,55,60,https://www.albumoftheyear.org/album/29254-muse-drones.php
"November 22, 2011",Vektor,Outer Isolation,80,https://www.youtube.com/watch?v=iRG4w5x2vV8,63,2,LP,Earache,Thrash Metal,NA,NA,NA,NA,NA,NA,NA,80,80,https://www.albumoftheyear.org/album/39978-vektor-outer-isolation.php
"August 2, 2021",Pink Siifu,GUMBO'!,80,https://www.youtube.com/watch?v=h0bWqgIelDk,328,6,LP,Dynamite Hill,"Abstract Hip Hop, Southern Hip Hop, Trap, Cloud Rap, Jazz Rap, Memphis Rap","The Alchemist, Butch Dawson, DJ Harrison, Ahwlee, Monte Booker, Foisey, Butcher Brown, Iiye, Lastnamedavid, Wolfy, TED KAMAL, Conquest, Devin Burgess, Lee Tensei, Michaelxwhite, Osagie, Tony Phillips, Waarvy",NA,NA,NA,NA,NA,NA,75,78,https://www.albumoftheyear.org/album/387591-pink-siifu-gumbo.php
"January 13, 2017",Code Orange,Forever,80,https://www.youtube.com/watch?v=m8rY_gfWOsI,301,10,LP,Roadrunner,Metalcore,NA,NA,Forever [88] (3:07) | Kill the Creator [82] (2:26) | Real [84] (3:07) | Bleeding In The Blur [78] (4:04) | The Mud [85] (4:10) | The New Reality [79] (2:03) | Spy [73] (3:22) | Ugly [85] (3:09) | No One Is Untouchable [74] (2:23) | Hurt Goes On [74] (4:00) | Dream2 [68] (23:02),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,79.0909090909091,Total Length: 34 minutes,78,84,https://www.albumoftheyear.org/album/64728-code-orange-forever.php
"June 15, 2018",Jay Rock,Redemption,40,https://www.youtube.com/watch?v=67l6E8PVoFI,506,10,LP,"Top Dawg, Interscope",Hip Hop,NA,NA,NA,NA,NA,NA,NA,64,71,https://www.albumoftheyear.org/album/111502-jay-rock-redemption.php
"October 8, 2013",Danny Brown,OLD,70,https://www.youtube.com/watch?v=GYaVI3fLFz0,1011,26,LP,Fool's Gold,"Hip Hop, Hardcore Hip Hop","A-Trak, Rustie, Oh No, BADBADNOTGOOD, Paul White, SKYWLKR, Darq E Freaker, Frank Dukes, Jmike, Corin Roddick",xdannyxbrownx.com,Side A (Old) [85] (2:23) | The Return [88] (3:10) | 25 Bucks [79] (3:30) | Wonderbread [77] (1:58) | Gremlins [70] (2:05) | Dope Fiend Rental [84] (2:55) | Torture [76] (3:46) | Lonely [69] (2:19) | Clean Up [77] (3:01) | Red 2 Go [79] (3:18) | Side B (Dope Song) [67] (2:36) | Dubstep [71] (2:16) | Dip [68] (3:31) | Smokin & Drinkin [74] (2:53) | Break It (Go) [67] (3:12) | Handstand [45] (2:55) | Way Up Here [50] (2:36) | Kush Coma [76] (4:41) | Float On [79] (3:31),"NA | Freddie Gibbs | Purity Ring | NA | NA | Schoolboy Q | NA | NA | NA | NA | NA | Scrufizzer | NA | NA | NA | NA | Ab-Soul | A$AP Rocky, ZelooperZ | Charli XCX",19,72.6842105263158,Total Length: 56 minutes,77,85,https://www.albumoftheyear.org/album/9416-danny-brown-old.php
"April 14, 2015",Dance Gavin Dance,Instant Gratification,10,https://www.youtube.com/watch?v=I8ZvRBl6zfA,101,3,LP,Rise,"Post-Hardcore, Math Rock",NA,NA,NA,NA,NA,NA,NA,54,57,https://www.albumoftheyear.org/album/31249-dance-gavin-dance-instant-gratification.php
"July 29, 2014",PARTYNEXTDOOR,PARTYNEXTDOOR TWO,20,https://www.youtube.com/watch?v=8p4Lcyby3ZQ,102,8,LP,"OVO Sound, Warner Bros.",Contemporary R&B,"Neenyo, G. Ry",NA,NA,NA,NA,NA,NA,59,51,https://www.albumoftheyear.org/album/17964-partynextdoor-partynextdoor-2.php
"March 18, 2016",Various Artists,Southern Family,80,https://www.youtube.com/watch?v=wPR7j3RQDYo,46,3,Compilation,Elektra,"Americana, Country",NA,NA,NA,NA,NA,NA,NA,78,83,https://www.albumoftheyear.org/album/50237-various-artists-southern-family.php
"January 13, 2015",Panda Bear,Panda Bear Meets the Grim Reaper,40,https://www.youtube.com/watch?v=46jHFBgvZJ4,547,39,LP,Domino,"Psychedelic Pop, Neo-Psychedelia","Panda Bear, Sonic Boom",NA,Sequential Circuits [40] (3:36) | Mr Noah [77] (4:13) | Davy Jones' Locker [30] (0:35) | Crosswords [60] (3:36) | Butcher Baker Candlestick Maker [40] (3:07) | Boys Latin [40] (4:12) | Come To Your Senses [60] (7:23) | Tropic of Cancer [40] (6:12) | Shadow of the Colossus [20] (0:17) | Lonely Wanderer [30] (4:19) | Principe Real [40] (4:54) | Selfish Gene [50] (5:05) | Acid Wash [40] (3:42),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,13,43.61538461538461,Total Length: 51 minutes,76,80,https://www.albumoftheyear.org/album/22161-panda-bear-panda-bear-meets-the-grim-reaper.php
"August 30, 2011",Beirut,The Rip Tide,60,https://www.youtube.com/watch?v=z_dFxCKsLvg,141,28,LP,Pompeii,Indie Folk,NA,NA,NA,NA,NA,NA,NA,76,75,https://www.albumoftheyear.org/album/2573-beirut-the-rip-tide.php
"February 17, 2015",Adventures,Supersonic Home,70,https://www.youtube.com/watch?v=hehR6VpW-lk,29,1,LP,Run For Cover,"Emo, Alternative Rock",NA,NA,NA,NA,NA,NA,NA,75,70,https://www.albumoftheyear.org/album/26211-adventures-supersonic-home.php
"October 9, 2015",The Garden,haha,50,https://www.youtube.com/watch?v=Y65MsRxYYAs,98,7,LP,Epitaph,Post-Punk,NA,NA,NA,NA,NA,NA,NA,71,57,https://www.albumoftheyear.org/album/39565-the-garden-haha.php
"September 21, 2018",BROCKHAMPTON,iridescence,70,https://www.youtube.com/watch?v=E4csHqVYJXo,2615,15,LP,"RCA, Question Everything","Experimental Hip Hop, Hardcore Hip Hop","Kevin Abstract, BROCKHAMPTON, Dom McLennon, JOBA, Bearface, Romil Hemnani, Jabari Manwa, Kiko Merley",brckhmptn.com,NEW ORLEANS [89] (4:03) | THUG LIFE [82] (2:02) | BERLIN [84] (3:19) | SOMETHING ABOUT HIM [71] (1:33) | WHERE THE CASH AT [82] (1:54) | WEIGHT [90] (4:20) | DISTRICT [87] (3:31) | LOOPHOLE [72] (0:53) | TAPE [87] (3:29) | J'OUVERT [93] (3:54) | HONEY [85] (3:15) | VIVID [83] (2:24) | SAN MARCOS [90] (4:46) | Tonya [91] (4:43) | FABRIC [86] (4:37),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,15,84.8,Total Length: 48 minutes,76,82,https://www.albumoftheyear.org/album/119852-brockhampton-iridescence.php
"December 10, 2021",Juice WRLD,Fighting Demons,40,https://youtu.be/dtNbOpGOjmw,461,7,LP,"Grade A, Interscope","Emo Rap, Pop Rap","Metro Boomin, Danny Wolf, Take A Daytrip, Louis Bell, T-Minus, Dr. Luke, Nick Mira, Charlie Handsome, Rex Kudo, KBeaZy, Max Lord, Gezin, Nils Nöhden, HARV, Jay Craig, PD, No Love For The Middle Child, Audio Jacc, Jaegen, Josh J, Kookoo",NA,Burn [71] (3:37) | Already Dead [57] (3:51) | You Wouldn't Understand [54] (2:50) | Wandered To LA [49] (3:08) | Eminem Speaks [38] (2:13) | Rockstar In His Prime [48] (3:00) | Doom [48] (3:37) | Go Hard [39] (2:14) | Juice WRLD Speaks [27] (1:29) | Not Enough [56] (2:51) | Feline [46] (3:32) | Relocate [52] (3:28) | Juice WRLD Speaks 2 [29] (23:10) | Until The Plug Comes Back Around [52] (2:53) | From My Window [53] (3:07) | Girl Of My Dreams [44] (3:46) | Feel Alone [39] (3:50) | My Life In A Nutshell [46] (3:09),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,18,47.111111111111114,Total Length: 55 minutes,47,64,https://www.albumoftheyear.org/album/436756-juice-wrld-fighting-demons.php
"April 1, 2014",CunninLynguists,Strange Journey Volume Three,70,https://www.youtube.com/watch?v=-yAzXtjPqR8,33,2,Mixtape,Bad Taste,"Hip Hop, Southern Hip Hop",NA,NA,NA,NA,NA,NA,NA,77,65,https://www.albumoftheyear.org/album/18070-cunninlynguists-strange-journey-volume-three.php
"June 28, 2019",Freddie Gibbs & Madlib,Bandana,80,https://www.youtube.com/watch?v=zN-S-2NIYLU,2551,27,LP,"Keep Cool, ESGN, Madlib Invazion, RCA","Hip Hop, Gangsta Rap, Jazz Rap",Madlib,NA,Obrigado [79] (0:29) | Freestyle Shit [84] (2:28) | Half Manne Half Cocaine [82] (3:12) | Crime Pays [94] (3:02) | Massage Seats [85] (2:26) | Palmolive [92] (4:05) | Fake Names [91] (3:44) | Flat Tummy Tea [87] (2:34) | Situations [81] (3:48) | Giannis [88] (3:18) | Practice [88] (2:54) | Cataracts [90] (3:39) | Gat Damn [79] (2:50) | Education [92] (4:22) | Soul Right [85] (3:26),"NA | NA | NA | NA | NA | Pusha T, Killer Mike | NA | NA | NA | Anderson .Paak | NA | NA | NA | Yasiin Bey, Black Thought | NA",15,86.46666666666667,Total Length: 46 minutes,83,84,https://www.albumoftheyear.org/album/140934-freddie-gibbs-madlib-bandana.php
"July 15, 2014",Lazer/Wulf,The Beast of Left and Right,70,https://www.youtube.com/watch?v=SRC5BGunQ7s,NA,1,LP,-,-,NA,NA,NA,NA,NA,NA,NA,NR,70,https://www.albumoftheyear.org/album/240456-lazerwulf-the-beast-of-left-and-right.php
"November 1, 2011",Milo,I Wish My Brother Rob Was Here,80,https://www.youtube.com/watch?v=1_d3YFEGeCQ,32,2,Mixtape,Hellfyre Club,"Abstract Hip Hop, Experimental Hip Hop",NA,NA,NA,NA,NA,NA,NA,76,80,https://www.albumoftheyear.org/album/25052-milo-i-wish-my-brother-rob-was-here.php
"March 30, 2018",The Voidz,Virtue,80,https://www.youtube.com/watch?v=3CrD91zHkLg,1042,19,LP,RCA,"Art Rock, Hypnagogic Pop, Neo-Psychedelia, Experimental Rock",NA,thevoidz.com,Leave It In My Dreams [95] (3:59) | QYURRYUS [92] (2:52) | Pyramid of Bones [94] (4:28) | Permanent High School [94] (4:13) | ALieNNatioN [94] (4:39) | One of the Ones [87] (2:38) | All Wordz Are Made Up [87] (3:19) | Think Before You Drink [83] (2:46) | Wink [82] (4:00) | My Friend the Walls [86] (4:02) | Pink Ocean [96] (5:26) | Black Hole [79] (3:15) | Lazy Boy [90] (3:31) | We're Where We Were [88] (3:46) | Pointlessness [94] (5:15),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,15,89.4,Total Length: 58 minutes,79,72,https://www.albumoftheyear.org/album/100553-the-voidz-virtue.php
"April 22, 2016",A$AP Ferg,Always Strive and Prosper,20,https://www.youtube.com/watch?v=fkZ_8Zvy9Y0,257,17,LP,"ASAP Worldwide, Polo Grounds, RCA","Hip Hop, Pop Rap, Trap",NA,asapferg.com,NA,NA,NA,NA,NA,50,66,https://www.albumoftheyear.org/album/52227-asap-ferg-always-strive-and-prosper.php
"February 9, 2010",Various Artists,"Pomegranates – Persian Pop, Funk, Folk, and Psych Of The 60s & 70s",80,https://www.youtube.com/watch?v=lwznjIwdyCw,9,2,Compilation,Finders Keepers,-,NA,NA,NA,NA,NA,NA,NA,77,80,https://www.albumoftheyear.org/album/86446-various-artists-pomegranates-persian-pop-funk-folk-and-psych-of-the-60s-70s.php
"June 4, 2013",CX KiDTRONiK,Krak Attack 2: Ballad of Elli Skiff,60,https://www.youtube.com/watch?v=LDMNhCOs0G0,1,1,LP,Stones Throw,Hip Hop,NA,NA,NA,NA,NA,NA,NA,57,60,https://www.albumoftheyear.org/album/87195-cx-kidtronik-krak-attack-2-ballad-of-elli-skiff.php
"October 31, 2017","21 Savage, Offset & Metro Boomin",Without Warning,70,https://www.youtube.com/watch?v=sxISrm03SHk,1095,10,LP,"Epic, Quality Control Music, Motown, Slaughter Gang, Boominati Worldwide","Trap, Southern Hip Hop","Metro Boomin, Southside, Cubeatz, Dre Moon, Bijan Amirkhani",NA,Ghostface Killers [92] (4:28) | Rap Saved Me [84] (4:17) | Ric Flair Drip [89] (2:52) | My Choppa Hate Niggas [87] (2:28) | Nightmare [81] (2:27) | Mad Stalkers [79] (3:22) | Disrespectful [80] (2:40) | Run Up the Racks [76] (3:09) | Still Serving [75] (3:51) | Darth Vader [81] (3:48),Travis Scott | Quavo | NA | NA | NA | NA | NA | NA | NA | NA,10,82.4,Total Length: 33 minutes,74,75,https://www.albumoftheyear.org/album/93643-21-savage-offset-metro-boomin-without-warning.php
"August 18, 2017",Kodak Black,Project Baby 2,50,https://www.youtube.com/watch?v=4DyJIw58zFo,120,2,Mixtape,"Atlantic, Dollaz N Dealz, Sniper Gang","Trap, Southern Hip Hop","River Tiber, Murda Beatz, London On Da Track, Cassius Jay, Major Nine, Roark Bailey, Cubeatz, Ben Billions, Charlie Handsome, Rex Kudo, Taz Taylor, SkipOnDaBeat, Helluva",www.officialkodakblack.com,NA,NA,NA,NA,NA,56,55,https://www.albumoftheyear.org/album/87447-kodak-black-project-baby-2.php
"October 19, 2010",How to Dress Well,Love Remains,40,https://www.youtube.com/watch?v=Gcxdgfr9gpw,92,20,LP,Tri Angle,"Dream Pop, Ambient Pop, Alternative R&B",NA,howtodresswell.com,NA,NA,NA,NA,NA,74,77,https://www.albumoftheyear.org/album/1982-how-to-dress-well-love-remains.php
"September 24, 2012",Vessel,Order of Noise,70,https://www.youtube.com/watch?v=cOlx2JNEe0I,6,14,LP,Tri Angle,IDM,NA,NA,NA,NA,NA,NA,NA,66,79,https://www.albumoftheyear.org/album/4207-vessel-order-of-noise.php
"August 8, 2011",Kanye West & Jay-Z,Watch the Throne,50,https://www.youtube.com/watch?v=HLMuUZhHZqE,2622,32,LP,"Def Jam, Roc Nation, Roc-A-Fella","Hip Hop, Pop Rap","Kanye West, Q-Tip, RZA, Swizz Beatz, The Neptunes, Pete Rock, Hit-Boy, 88-Keys, Lex Luger, Southside, Mike Dean, Jeff Bhasker, S1, Sak Pase",NA,No Church in the Wild [89] (4:32) | Lift Off [66] (4:26) | Niggas in Paris [92] (3:39) | Otis [88] (2:58) | Gotta Have It [75] (2:20) | New Day [75] (4:32) | That's My Bitch [68] (3:22) | Welcome to the Jungle [65] (2:54) | Who Gon Stop Me [62] (4:16) | Murder to Excellence [81] (5:00) | Made in America [66] (4:52) | Why I Love You [76] (3:19),"Frank Ocean, The-Dream | Beyoncé | NA | Otis Redding | NA | NA | NA | NA | NA | NA | Frank Ocean | Mr Hudson",12,75.25,Total Length: 46 minutes,72,75,https://www.albumoftheyear.org/album/2724-kanye-west-jay-z-watch-the-throne.php
"August 7, 2020",Tkay Maidza,"Last Year Was Weird, Vol. 2",90,https://www.youtube.com/watch?v=quu1-xHf4EM,1122,7,EP,4AD,"Pop Rap, Contemporary R&B, R&B",NA,NA,My Flowers [87] (3:40) | 24k [89] (3:53) | Shook [91] (2:42) | Awake [92] (3:31) | Grasshopper [92] (3:02) | You Sad [89] (2:37) | PB Jam [85] (3:43) | Don't Call Again [88] (3:46),NA | NA | NA | JPEGMAFIA | NA | NA | NA | Kari Faux,8,89.125,Total Length: 26 minutes,80,81,https://www.albumoftheyear.org/album/262081-tkay-maidza-last-year-was-weird-vol-2.php
"January 29, 2021",Portrayal of Guilt,We Are Always Alone,60,https://youtu.be/8L9s6emx0Rc,183,8,LP,Closed Casket Activities,"Screamo, Black Metal",NA,NA,The Second Coming [75] (1:39) | Anesthetized [75] (2:59) | A Tempting Pain [65] (1:50) | It's Already Over [70] (2:42) | Masochistic Oath [70] (3:52) | They Want Us All to Suffer [NA] (1:46) | Garden of Despair [NA] (4:06) | My Immolation [NA] (4:18) | We Are Always Alone [NA] (2:49),NA | NA | NA | NA | NA | NA | NA | NA | NA,9,71,Total Length: 26 minutes,70,76,https://www.albumoftheyear.org/album/295440-portrayal-of-guilt-we-are-always-alone.php
"March 20, 2012",Kindness,"World, You Need a Change of Mind",70,https://www.youtube.com/watch?v=VpLANug-ClI,25,15,LP,Casablanca,Nu-Disco,NA,NA,NA,NA,NA,NA,NA,68,63,https://www.albumoftheyear.org/album/3519-kindness-world-you-need-a-change-of-mind.php
